20.66536284412107, 82.997, 64.711
20.617231583175705, 82.947, 64.807
20.568557632747563, 82.896, 64.903
20.52134361504568, 82.846, 64.999
20.472594241238166, 82.794, 65.095
20.4243121344632, 82.742, 65.191
20.375501653402907, 82.689, 65.287
20.327165544897525, 82.636, 65.383
20.27930720097493, 82.583, 65.479
20.23193001207147, 82.53, 65.575
20.183041594360514, 82.475, 65.671
20.1346424350177, 82.42, 65.767
20.086736070659757, 82.365, 65.863
20.038329227281267, 82.309, 65.959
20.763983477808427, 83.098, 64.519
20.813466534712163, 83.148, 64.423
20.86039379549656, 83.195, 64.327
20.90776218094132, 83.242, 64.231
20.955568699665683, 83.289, 64.135
21.000810708749857, 83.333, 64.039
21.046485343711836, 83.377, 63.943
21.092589794082, 83.421, 63.847
21.13912124757665, 83.465, 63.751
21.18407799604612, 83.507, 63.655
21.230456040865956, 83.55, 63.559
21.274255701444527, 83.59, 63.463
21.319471647662983, 83.631, 63.367
21.3641032407824, 83.671, 63.271
21.40914699912427, 83.711, 63.175
21.45260389094757, 83.749, 63.079
21.494472933714153, 83.785, 62.983
21.536748679743695, 83.821, 62.887
21.579428738748238, 83.857, 62.791
21.621513683117257, 83.892, 62.695
21.663002134283758, 83.926, 62.599
21.705885485934363, 83.961, 62.503
21.746176463317312, 83.993, 62.407
21.783876230040015, 84.022, 62.311
21.822966896722054, 84.052, 62.215
21.86145564703761, 84.081, 62.119
21.898347388874875, 84.108, 62.023
21.936624294955937, 84.136, 61.927
21.974296230243677, 84.163, 61.831
22.010369753719186, 84.188, 61.735
22.043853550663435, 84.21, 61.639
22.078717756439485, 84.233, 61.543
22.11396767144998, 84.256, 61.447
22.14365706365609, 84.273, 61.351
22.176705827172615, 84.293, 61.255
22.210138372758887, 84.313, 61.159
22.240986095853934, 84.33, 61.063
22.272217862054948, 84.347, 60.967
22.302844364249893, 84.363, 60.871
22.33484001990667, 84.38, 60.775
22.363269388500974, 84.393, 60.679
22.39109611056919, 84.405, 60.583
22.4193057948463, 84.417, 60.487
22.443960004016205, 84.425, 60.391
22.468016674000665, 84.432, 60.295
22.49147678847938, 84.438, 60.199
22.51532338187132, 84.444, 60.103
22.536611693874978, 84.447, 60.007
22.558288859990316, 84.45, 59.911
22.580353760316164, 84.453, 59.815
22.600847862763224, 84.454, 59.719
22.618797339320253, 84.452, 59.623
22.637139882032635, 84.45, 59.527
22.65587453620327, 84.448, 59.431
22.674025187952342, 84.445, 59.335
22.68769681476773, 84.437, 59.239
22.701768990405707, 84.429, 59.143
22.72110236140535, 84.426, 59.047
22.731111991356567, 84.413, 58.951
22.74152990037674, 84.4, 58.855
22.75235552763414, 84.387, 58.759
22.76358829143592, 84.374, 58.663
22.771359133725458, 84.357, 58.567
22.779544589218748, 84.34, 58.471
22.7881442111311, 84.323, 58.375
22.79522998363683, 84.304, 58.279
22.79984570590795, 84.282, 58.183
22.804885845351716, 84.26, 58.087
22.810350120632442, 84.238, 57.991
22.81240215060919, 84.212, 57.895
22.813929810504877, 84.185, 57.799
22.815893252646656, 84.158, 57.703
22.817337151734716, 84.13, 57.607
22.814449714751177, 84.097, 57.511
22.812013652413217, 84.064, 57.415
22.809077934697545, 84.03, 57.319
22.80469706242136, 83.994, 57.223
22.797931326619068, 83.955, 57.127
22.7916346811208, 83.916, 57.031
22.785807514812767, 83.877, 56.935
22.774786636541297, 83.832, 56.839
22.765196601734417, 83.788, 56.743
22.755151780498025, 83.743, 56.647
22.742779064531906, 83.695, 56.551
22.72809365937773, 83.644, 56.455
22.71391901897999, 83.593, 56.359
22.698387641781963, 83.54, 56.263
22.679645784742483, 83.483, 56.167
22.661438487134372, 83.426, 56.071
22.642838116128555, 83.368, 55.975
22.620143078933978, 83.305, 55.879
22.597083531551736, 83.241, 55.783
22.57366686240078, 83.176, 55.687
22.547136717249572, 83.107, 55.591
22.518438122231366, 83.035, 55.495
22.490343189537633, 82.963, 55.399
22.454618332578722, 82.882, 55.303
22.418627397827464, 82.8, 55.207
22.383290739823327, 82.718, 55.111
22.343161232416353, 82.63, 55.015
22.301001954144855, 82.539, 54.919
22.25864530293867, 82.447, 54.823
22.210696007126607, 82.348, 54.727
22.160805497695065, 82.246, 54.631
22.111689747560106, 82.144, 54.535
22.05084978746684, 82.028, 54.439
21.99176275209097, 81.913, 54.343
21.9246663865498, 81.788, 54.247
21.85407940614219, 81.658, 54.151
21.78446256436981, 81.528, 54.055
21.70529167953741, 81.386, 53.959
21.62631514686228, 81.243, 53.863
21.541459441434103, 81.092, 53.767
21.44908971320035, 80.931, 53.671
21.348471633059525, 80.759, 53.575
21.246626259171208, 80.584, 53.479
21.14275565708567, 80.405, 53.383
21.029279910703075, 80.213, 53.287
20.91400954860498, 80.017, 53.191
20.78442013187237, 79.802, 53.095
20.651690841446236, 79.581, 52.999
20.512636486458497, 79.35, 52.903
20.36417354846232, 79.105, 52.807
20.209872528559327, 78.85, 52.711
20.0491697038557, 78.584, 52.615
20.71494780446766, 83.048, 64.615
20.211667895420604, 78.831, 52.681
20.47639815610556, 79.267, 52.845
20.722039129973112, 79.675, 53.014
20.957679630830118, 80.068, 53.19
21.18669836607204, 80.457, 53.384
21.446302121055673, 80.903, 53.628
21.608575160684577, 81.187, 53.799
21.798533970674022, 81.53, 54.029
21.99102961878871, 81.886, 54.292
22.129989444153495, 82.155, 54.516
22.266184139367, 82.433, 54.776
22.390270514058162, 82.702, 55.059
22.50379333488678, 82.962, 55.363
22.50510972381096, 82.963, 55.362
22.586465629581724, 83.169, 55.637
